date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:30:33	136756/136756	---M-Z	200	added ('OK')	text/html	etag:%2221634-6541f182-3a1b7daa2670433b;gz%22	https://bvite-html.pixelwibes.in/chat.html	bvite-html.pixelwibes.in/chat.html	(from https://bvite-html.pixelwibes.in/)
08:30:35	143926/143926	---M-Z	200	added ('OK')	text/html	etag:%2223236-6541f182-2b3c0c32db8d1632;gz%22	https://bvite-html.pixelwibes.in/calendar.html	bvite-html.pixelwibes.in/calendar.html	(from https://bvite-html.pixelwibes.in/)
08:30:35	140025/140025	---M-Z	200	added ('OK')	text/html	etag:%22222f9-6541f182-56f941bad9ca113b;gz%22	https://bvite-html.pixelwibes.in/contact.html	bvite-html.pixelwibes.in/contact.html	(from https://bvite-html.pixelwibes.in/)
08:30:36	144001/144001	---M-Z	200	added ('OK')	text/html	etag:%2223281-6541f183-200af62a4e959959;gz%22	https://bvite-html.pixelwibes.in/filemanager.html	bvite-html.pixelwibes.in/filemanager.html	(from https://bvite-html.pixelwibes.in/)
08:30:37	121478/121478	---M-Z	200	added ('OK')	text/html	etag:%221da86-6541f185-562b493203f388f5;gz%22	https://bvite-html.pixelwibes.in/new-project.html	bvite-html.pixelwibes.in/new-project.html	(from https://bvite-html.pixelwibes.in/)
08:30:38	158823/158823	---M-Z	200	added ('OK')	text/html	etag:%2226c67-6541f186-78fa3b62bc039b5;gz%22	https://bvite-html.pixelwibes.in/project-list.html	bvite-html.pixelwibes.in/project-list.html	(from https://bvite-html.pixelwibes.in/)
08:30:39	151146/151146	---M-Z	200	added ('OK')	text/html	etag:%2224e6a-6541f186-157385a2e779f656;gz%22	https://bvite-html.pixelwibes.in/project-grid.html	bvite-html.pixelwibes.in/project-grid.html	(from https://bvite-html.pixelwibes.in/)
08:30:40	120192/120192	---M-Z	200	added ('OK')	text/html	etag:%221d580-6541f185-92138a31ed3bbaa4;gz%22	https://bvite-html.pixelwibes.in/project-details.html	bvite-html.pixelwibes.in/project-details.html	(from https://bvite-html.pixelwibes.in/)
08:30:41	131637/131637	---M-Z	200	added ('OK')	text/html	etag:%2220235-6541f182-4938a62edfb2279b;gz%22	https://bvite-html.pixelwibes.in/clients-list.html	bvite-html.pixelwibes.in/clients-list.html	(from https://bvite-html.pixelwibes.in/)
08:30:42	122192/122192	---M-Z	200	added ('OK')	text/html	etag:%221dd50-6541f187-31c5ebc8d62fd7a4;gz%22	https://bvite-html.pixelwibes.in/user-activity.html	bvite-html.pixelwibes.in/user-activity.html	(from https://bvite-html.pixelwibes.in/)
08:30:43	119013/119013	---M-Z	200	added ('OK')	text/html	etag:%221d0e5-6541f183-42a312a85db81930;gz%22	https://bvite-html.pixelwibes.in/gallery.html	bvite-html.pixelwibes.in/gallery.html	(from https://bvite-html.pixelwibes.in/)
08:30:44	120011/120011	---M-Z	200	added ('OK')	text/html	etag:%221d4cb-6541f185-faa0806ce0b128c7;gz%22	https://bvite-html.pixelwibes.in/pricing.html	bvite-html.pixelwibes.in/pricing.html	(from https://bvite-html.pixelwibes.in/)
08:30:45	127462/127462	---M-Z	200	added ('OK')	text/html	etag:%221f1e6-6541f186-b071d53d580aa0e5;gz%22	https://bvite-html.pixelwibes.in/search.html	bvite-html.pixelwibes.in/search.html	(from https://bvite-html.pixelwibes.in/)
08:30:46	5747/5747	---M-Z	200	added ('OK')	text/html	etag:%221673-6541f186-557c4092678314e8;gz%22	https://bvite-html.pixelwibes.in/signup.html	bvite-html.pixelwibes.in/signup.html	(from https://bvite-html.pixelwibes.in/)
08:30:47	4576/4576	---M-Z	200	added ('OK')	text/html	etag:%2211e0-6541f185-54295925acb92d44;gz%22	https://bvite-html.pixelwibes.in/password-reset.html	bvite-html.pixelwibes.in/password-reset.html	(from https://bvite-html.pixelwibes.in/)
08:30:48	4920/4920	---M-Z	200	added ('OK')	text/html	etag:%221338-6541f187-58793351fd0b751b;gz%22	https://bvite-html.pixelwibes.in/two-step.html	bvite-html.pixelwibes.in/two-step.html	(from https://bvite-html.pixelwibes.in/)
08:30:49	4799/4799	---M-Z	200	added ('OK')	text/html	etag:%2212bf-6541f184-685f1b8417497037;gz%22	https://bvite-html.pixelwibes.in/lockscreen.html	bvite-html.pixelwibes.in/lockscreen.html	(from https://bvite-html.pixelwibes.in/)
08:30:50	4540/4540	---M-Z	200	added ('OK')	text/html	etag:%2211bc-6541f184-8217e60900e0f5;gz%22	https://bvite-html.pixelwibes.in/maintenance.html	bvite-html.pixelwibes.in/maintenance.html	(from https://bvite-html.pixelwibes.in/)
08:30:51	4819/4819	---M-Z	200	added ('OK')	text/html	etag:%2212d3-6541f181-278ae46baaa5bc86;gz%22	https://bvite-html.pixelwibes.in/404.html	bvite-html.pixelwibes.in/404.html	(from https://bvite-html.pixelwibes.in/)
08:30:52	165405/165405	---M-Z	200	added ('OK')	text/html	etag:%222861d-6541f28d-a416d8792ea4d139;gz%22	https://bvite-html.pixelwibes.in/docs/widgets-basic-card.html	bvite-html.pixelwibes.in/docs/widgets-basic-card.html	(from https://bvite-html.pixelwibes.in/)
08:30:53	129273/129273	---M-Z	200	added ('OK')	text/html	etag:%221f8f9-6541f28d-d208a615c7547949;gz%22	https://bvite-html.pixelwibes.in/docs/widgets-card-tiles.html	bvite-html.pixelwibes.in/docs/widgets-card-tiles.html	(from https://bvite-html.pixelwibes.in/)
08:30:54	136661/136661	---M-Z	200	added ('OK')	text/html	etag:%22215d5-6541f28d-c610741959250983;gz%22	https://bvite-html.pixelwibes.in/docs/widgets-card-tab.html	bvite-html.pixelwibes.in/docs/widgets-card-tab.html	(from https://bvite-html.pixelwibes.in/)
08:30:55	185610/185610	---M-Z	200	added ('OK')	text/html	etag:%222d50a-6541f187-23216d5cc8b99cc;gz%22	https://bvite-html.pixelwibes.in/table.html	bvite-html.pixelwibes.in/table.html	(from https://bvite-html.pixelwibes.in/)
08:30:56	7196/7196	---M--	200	added ('OK')	image/jpeg	etag:%221c1c-6541f20f-2398bf246fb64510;;;%22	https://bvite-html.pixelwibes.in/assets/images/xs/avatar1.jpg	bvite-html.pixelwibes.in/assets/images/xs/avatar1.jpg	(from https://bvite-html.pixelwibes.in/)
08:30:57	6637/6637	---M--	200	added ('OK')	image/jpeg	etag:%2219ed-6541f20f-93afe113ec2ad042;;;%22	https://bvite-html.pixelwibes.in/assets/images/xs/avatar2.jpg	bvite-html.pixelwibes.in/assets/images/xs/avatar2.jpg	(from https://bvite-html.pixelwibes.in/)
08:30:58	6239/6239	---M--	200	added ('OK')	image/jpeg	etag:%22185f-6541f20f-d227b2e3a529d815;;;%22	https://bvite-html.pixelwibes.in/assets/images/xs/avatar3.jpg	bvite-html.pixelwibes.in/assets/images/xs/avatar3.jpg	(from https://bvite-html.pixelwibes.in/)
08:30:59	4893/4893	---M--	200	added ('OK')	image/jpeg	etag:%22131d-6541f20f-bf9a8061bc001550;;;%22	https://bvite-html.pixelwibes.in/assets/images/xs/avatar4.jpg	bvite-html.pixelwibes.in/assets/images/xs/avatar4.jpg	(from https://bvite-html.pixelwibes.in/)
08:31:00	142880/142880	---M-Z	200	added ('OK')	text/html	etag:%2222e20-6541f183-496fea9f87ee4866;gz%22	https://bvite-html.pixelwibes.in/invoice.html	bvite-html.pixelwibes.in/invoice.html	(from https://bvite-html.pixelwibes.in/)
08:31:01	146476/146476	---M-Z	200	added ('OK')	text/html	etag:%2223c2c-6541f184-a4341034f907f61e;gz%22	https://bvite-html.pixelwibes.in/my-contact.html	bvite-html.pixelwibes.in/my-contact.html	(from https://bvite-html.pixelwibes.in/)
08:31:02	131683/131683	---M-Z	200	added ('OK')	text/html	etag:%2220263-6541f181-95fa6d5b8ce612a5;gz%22	https://bvite-html.pixelwibes.in/analytics.html	bvite-html.pixelwibes.in/analytics.html	(from https://bvite-html.pixelwibes.in/)
08:31:03	122327/122327	---M-Z	200	added ('OK')	text/html	etag:%221ddd7-6541f187-e637964a0daa2b1a;gz%22	https://bvite-html.pixelwibes.in/todo-list.html	bvite-html.pixelwibes.in/todo-list.html	(from https://bvite-html.pixelwibes.in/)
08:31:04	130383/130383	---M-Z	200	added ('OK')	text/html	etag:%221fd4f-6541f286-dbb3c68f6e36850f;gz%22	https://bvite-html.pixelwibes.in/docs/accordion.html	bvite-html.pixelwibes.in/docs/accordion.html	(from https://bvite-html.pixelwibes.in/)
08:31:05	125921/125921	---M-Z	200	added ('OK')	text/html	etag:%221ebe1-6541f286-ae605496deda3a33;gz%22	https://bvite-html.pixelwibes.in/docs/alerts.html	bvite-html.pixelwibes.in/docs/alerts.html	(from https://bvite-html.pixelwibes.in/)
08:31:06	126402/126402	---M-Z	200	added ('OK')	text/html	etag:%221edc2-6541f286-f0aad22aab96e716;gz%22	https://bvite-html.pixelwibes.in/docs/avatar.html	bvite-html.pixelwibes.in/docs/avatar.html	(from https://bvite-html.pixelwibes.in/)
08:31:07	132655/132655	---M-Z	200	added ('OK')	text/html	etag:%222062f-6541f286-288be2d88b0d9500;gz%22	https://bvite-html.pixelwibes.in/docs/badges.html	bvite-html.pixelwibes.in/docs/badges.html	(from https://bvite-html.pixelwibes.in/)
08:31:08	122510/122510	---M-Z	200	added ('OK')	text/html	etag:%221de8e-6541f287-16a5d69c819209c4;gz%22	https://bvite-html.pixelwibes.in/docs/breadcrumb.html	bvite-html.pixelwibes.in/docs/breadcrumb.html	(from https://bvite-html.pixelwibes.in/)
08:31:09	129227/129227	---M-Z	200	added ('OK')	text/html	etag:%221f8cb-6541f287-1f7568f5ef3d760d;gz%22	https://bvite-html.pixelwibes.in/docs/buttons.html	bvite-html.pixelwibes.in/docs/buttons.html	(from https://bvite-html.pixelwibes.in/)
08:31:10	122257/122257	---M-Z	200	added ('OK')	text/html	etag:%221dd91-6541f287-4658b6f7d5b7c943;gz%22	https://bvite-html.pixelwibes.in/docs/cards.html	bvite-html.pixelwibes.in/docs/cards.html	(from https://bvite-html.pixelwibes.in/)
08:31:11	127390/127390	---M-Z	200	added ('OK')	text/html	etag:%221f19e-6541f287-d26a4b0b85ce68de;gz%22	https://bvite-html.pixelwibes.in/docs/carousel.html	bvite-html.pixelwibes.in/docs/carousel.html	(from https://bvite-html.pixelwibes.in/)
08:31:12	124607/124607	---M-Z	200	added ('OK')	text/html	etag:%221e6bf-6541f288-f387180c43531b2c;gz%22	https://bvite-html.pixelwibes.in/docs/collapse.html	bvite-html.pixelwibes.in/docs/collapse.html	(from https://bvite-html.pixelwibes.in/)
08:31:13	147364/147364	---M-Z	200	added ('OK')	text/html	etag:%2223fa4-6541f288-d92e51df2317031;gz%22	https://bvite-html.pixelwibes.in/docs/dropdowns.html	bvite-html.pixelwibes.in/docs/dropdowns.html	(from https://bvite-html.pixelwibes.in/)
08:31:14	128419/128419	---M-Z	200	added ('OK')	text/html	etag:%221f5a3-6541f28a-d652b0a499f055a;gz%22	https://bvite-html.pixelwibes.in/docs/listgroup.html	bvite-html.pixelwibes.in/docs/listgroup.html	(from https://bvite-html.pixelwibes.in/)
08:31:15	135984/135984	---M-Z	200	added ('OK')	text/html	etag:%2221330-6541f28a-b9c8f8d2d8510410;gz%22	https://bvite-html.pixelwibes.in/docs/modal.html	bvite-html.pixelwibes.in/docs/modal.html	(from https://bvite-html.pixelwibes.in/)
08:31:16	126698/126698	---M-Z	200	added ('OK')	text/html	etag:%221eeea-6541f28a-e78ae2dacba58a6f;gz%22	https://bvite-html.pixelwibes.in/docs/navbar.html	bvite-html.pixelwibes.in/docs/navbar.html	(from https://bvite-html.pixelwibes.in/)
08:31:17	136258/136258	---M-Z	200	added ('OK')	text/html	etag:%2221442-6541f28a-ddb4ab096412de57;gz%22	https://bvite-html.pixelwibes.in/docs/navstabs.html	bvite-html.pixelwibes.in/docs/navstabs.html	(from https://bvite-html.pixelwibes.in/)
08:31:18	129080/129080	---M-Z	200	added ('OK')	text/html	etag:%221f838-6541f28a-d85a915f80b58bc8;gz%22	https://bvite-html.pixelwibes.in/docs/offcanvas.html	bvite-html.pixelwibes.in/docs/offcanvas.html	(from https://bvite-html.pixelwibes.in/)
08:31:19	124519/124519	---M-Z	200	added ('OK')	text/html	etag:%221e667-6541f28a-a973dacba0ded6f1;gz%22	https://bvite-html.pixelwibes.in/docs/pagination.html	bvite-html.pixelwibes.in/docs/pagination.html	(from https://bvite-html.pixelwibes.in/)
08:31:20	124620/124620	---M-Z	200	added ('OK')	text/html	etag:%221e6cc-6541f28a-ae3ac6998c0b374b;gz%22	https://bvite-html.pixelwibes.in/docs/placeholders.html	bvite-html.pixelwibes.in/docs/placeholders.html	(from https://bvite-html.pixelwibes.in/)
08:31:21	123896/123896	---M-Z	200	added ('OK')	text/html	etag:%221e3f8-6541f28b-74b3f889b9b46e2f;gz%22	https://bvite-html.pixelwibes.in/docs/popovers.html	bvite-html.pixelwibes.in/docs/popovers.html	(from https://bvite-html.pixelwibes.in/)
08:31:22	129682/129682	---M-Z	200	added ('OK')	text/html	etag:%221fa92-6541f28b-8f4695118f9df88e;gz%22	https://bvite-html.pixelwibes.in/docs/progress.html	bvite-html.pixelwibes.in/docs/progress.html	(from https://bvite-html.pixelwibes.in/)
08:31:23	125761/125761	---M-Z	200	added ('OK')	text/html	etag:%221eb41-6541f28b-7f130216e2075f45;gz%22	https://bvite-html.pixelwibes.in/docs/spinners.html	bvite-html.pixelwibes.in/docs/spinners.html	(from https://bvite-html.pixelwibes.in/)
08:31:24	125746/125746	---M-Z	200	added ('OK')	text/html	etag:%221eb32-6541f28c-31470bd9997080d;gz%22	https://bvite-html.pixelwibes.in/docs/toasts.html	bvite-html.pixelwibes.in/docs/toasts.html	(from https://bvite-html.pixelwibes.in/)
08:31:25	305181/305181	---M-Z	200	added ('OK')	text/html	etag:%224a81d-6541f287-e4d46d9ac648de0;gz%22	https://bvite-html.pixelwibes.in/docs/bootstrap-icon.html	bvite-html.pixelwibes.in/docs/bootstrap-icon.html	(from https://bvite-html.pixelwibes.in/)
08:31:27	221171/221171	---M-Z	200	added ('OK')	text/html	etag:%2235ff3-6541f288-6ab2ec984547a475;gz%22	https://bvite-html.pixelwibes.in/docs/flag-icon.html	bvite-html.pixelwibes.in/docs/flag-icon.html	(from https://bvite-html.pixelwibes.in/)
08:31:29	170798/170798	---M-Z	200	added ('OK')	text/html	etag:%2229b2e-6541f289-49d023654d1cd3dc;gz%22	https://bvite-html.pixelwibes.in/docs/fontawesome-icon.html	bvite-html.pixelwibes.in/docs/fontawesome-icon.html	(from https://bvite-html.pixelwibes.in/)
08:31:30	133327/133327	---M-Z	200	added ('OK')	text/html	etag:%22208cf-6541f28a-7d8787e9edc98c5f;gz%22	https://bvite-html.pixelwibes.in/docs/linear-icon.html	bvite-html.pixelwibes.in/docs/linear-icon.html	(from https://bvite-html.pixelwibes.in/)
08:31:30	128613/128613	---M-Z	200	added ('OK')	text/html	etag:%221f665-6541f28d-1d1bb064f86de207;gz%22	https://bvite-html.pixelwibes.in/docs/weather-icon.html	bvite-html.pixelwibes.in/docs/weather-icon.html	(from https://bvite-html.pixelwibes.in/)
08:31:31	242091/242091	---M-Z	200	added ('OK')	text/html	etag:%223b1ab-6541f286-1b204d19fb4b10e4;gz%22	https://bvite-html.pixelwibes.in/docs/apex.html	bvite-html.pixelwibes.in/docs/apex.html	(from https://bvite-html.pixelwibes.in/)
08:31:32	129134/129134	---M-Z	200	added ('OK')	text/html	etag:%221f86e-6541f28a-2ba1d3594a917823;gz%22	https://bvite-html.pixelwibes.in/docs/peity.html	bvite-html.pixelwibes.in/docs/peity.html	(from https://bvite-html.pixelwibes.in/)
08:31:33	133462/133462	---M-Z	200	added ('OK')	text/html	etag:%2220956-6541f288-2a85bdcaac0e430e;gz%22	https://bvite-html.pixelwibes.in/docs/datatables.html	bvite-html.pixelwibes.in/docs/datatables.html	(from https://bvite-html.pixelwibes.in/)
08:31:34	123029/123029	---M-Z	200	added ('OK')	text/html	etag:%221e095-6541f289-ff784a799f8389e0;gz%22	https://bvite-html.pixelwibes.in/docs/flatpickr.html	bvite-html.pixelwibes.in/docs/flatpickr.html	(from https://bvite-html.pixelwibes.in/)
08:31:35	124686/124686	---M-Z	200	added ('OK')	text/html	etag:%221e70e-6541f289-1b02601c2c9f0325;gz%22	https://bvite-html.pixelwibes.in/docs/inputmask.html	bvite-html.pixelwibes.in/docs/inputmask.html	(from https://bvite-html.pixelwibes.in/)
08:31:36	123026/123026	---M-Z	200	added ('OK')	text/html	etag:%221e092-6541f289-b23bd394b5a3079a;gz%22	https://bvite-html.pixelwibes.in/docs/jsvectormap.html	bvite-html.pixelwibes.in/docs/jsvectormap.html	(from https://bvite-html.pixelwibes.in/)
08:31:37	124858/124858	---M-Z	200	added ('OK')	text/html	etag:%221e7ba-6541f28b-5cd799798eda9a7f;gz%22	https://bvite-html.pixelwibes.in/docs/sortablejs.html	bvite-html.pixelwibes.in/docs/sortablejs.html	(from https://bvite-html.pixelwibes.in/)
08:31:38	126667/126667	---M-Z	200	added ('OK')	text/html	etag:%221eecb-6541f28b-188fffdf2ccf91b6;gz%22	https://bvite-html.pixelwibes.in/docs/sweetalert2.html	bvite-html.pixelwibes.in/docs/sweetalert2.html	(from https://bvite-html.pixelwibes.in/)
08:31:39	143859/143859	---M-Z	200	added ('OK')	text/html	etag:%22231f3-6541f28c-c0000f1e272bab7f;gz%22	https://bvite-html.pixelwibes.in/docs/tagify.html	bvite-html.pixelwibes.in/docs/tagify.html	(from https://bvite-html.pixelwibes.in/)
08:31:41	123633/123633	---M-Z	200	added ('OK')	text/html	etag:%221e2f1-6541f28c-51f8bd16febaabca;gz%22	https://bvite-html.pixelwibes.in/docs/tiny-slider.html	bvite-html.pixelwibes.in/docs/tiny-slider.html	(from https://bvite-html.pixelwibes.in/)
08:31:42	128716/128716	---M-Z	200	added ('OK')	text/html	etag:%221f6cc-6541f28c-4254d3da88159961;gz%22	https://bvite-html.pixelwibes.in/docs/toast-calendar.html	bvite-html.pixelwibes.in/docs/toast-calendar.html	(from https://bvite-html.pixelwibes.in/)
08:31:43	128740/128740	---M-Z	200	added ('OK')	text/html	etag:%221f6e4-6541f28c-823128010f1e21b8;gz%22	https://bvite-html.pixelwibes.in/docs/toast-editor.html	bvite-html.pixelwibes.in/docs/toast-editor.html	(from https://bvite-html.pixelwibes.in/)
08:31:43	163560/163560	---M-Z	200	added ('OK')	text/html	etag:%2227ee8-6541f183-578d3063a4e90eb3;gz%22	https://bvite-html.pixelwibes.in/form.html	bvite-html.pixelwibes.in/form.html	(from https://bvite-html.pixelwibes.in/)
08:31:44	129838/129838	---M-Z	200	added ('OK')	text/html	etag:%221fb2e-6541f289-caff167c7669529c;gz%22	https://bvite-html.pixelwibes.in/docs/index.html	bvite-html.pixelwibes.in/docs/index.html	(from https://bvite-html.pixelwibes.in/)
08:31:45	7002/7002	---M--	200	added ('OK')	image/jpeg	etag:%221b5a-6541f20f-edd28f90a263ce9a;;;%22	https://bvite-html.pixelwibes.in/assets/images/xs/avatar5.jpg	bvite-html.pixelwibes.in/assets/images/xs/avatar5.jpg	(from https://bvite-html.pixelwibes.in/)
08:31:46	133141/133141	---M-Z	200	added ('OK')	text/html	etag:%2220815-6541f182-ede2e70f29ceb427;gz%22	https://bvite-html.pixelwibes.in/blog-detail.html	bvite-html.pixelwibes.in/blog-detail.html	(from https://bvite-html.pixelwibes.in/)
08:31:47	6665/6665	---M--	200	added ('OK')	image/jpeg	etag:%221a09-6541f210-73a7583875e6052f;;;%22	https://bvite-html.pixelwibes.in/assets/images/xs/avatar6.jpg	bvite-html.pixelwibes.in/assets/images/xs/avatar6.jpg	(from https://bvite-html.pixelwibes.in/)
08:31:48	6416/6416	---M--	200	added ('OK')	image/jpeg	etag:%221910-6541f210-f009775ee5f88a56;;;%22	https://bvite-html.pixelwibes.in/assets/images/xs/avatar7.jpg	bvite-html.pixelwibes.in/assets/images/xs/avatar7.jpg	(from https://bvite-html.pixelwibes.in/)
08:31:50	679144/679144	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a5ce8-6541f278-8f066c903151fc3a;gz%22	https://bvite-html.pixelwibes.in/assets/bundles/libscripts.bundle.js	bvite-html.pixelwibes.in/assets/bundles/libscripts.bundle.js	(from https://bvite-html.pixelwibes.in/)
08:31:52	13145/13145	---M-Z	200	added ('OK')	application/x-javascript	etag:%223359-6541f20c-e4fba5f1cc623d59;gz%22	https://bvite-html.pixelwibes.in/assets/js/main.js	bvite-html.pixelwibes.in/assets/js/main.js	(from https://bvite-html.pixelwibes.in/)
08:31:52	14068/14068	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2236f4-6541f273-631c4e186db940ec;gz%22	https://bvite-html.pixelwibes.in/assets/fonts/summernote.eot?	bvite-html.pixelwibes.in/assets/fonts/summernoted41d.eot	(from https://bvite-html.pixelwibes.in/assets/css/style.min.css)
08:31:53	6948/6948	---M--	200	added ('OK')	font/woff2	etag:%221b24-6541f274-7c14b8e794d77103;;;%22	https://bvite-html.pixelwibes.in/assets/fonts/summernote.woff2	bvite-html.pixelwibes.in/assets/fonts/summernote.woff2	(from https://bvite-html.pixelwibes.in/assets/css/style.min.css)
08:31:54	8376/8376	---M--	200	added ('OK')	application/font-woff	etag:%2220b8-6541f273-a7aa14c1c94db82c;;;%22	https://bvite-html.pixelwibes.in/assets/fonts/summernote.woff	bvite-html.pixelwibes.in/assets/fonts/summernote.woff	(from https://bvite-html.pixelwibes.in/assets/css/style.min.css)
08:31:55	13892/13892	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%223644-6541f273-ef15ab99496fa7ca;gz%22	https://bvite-html.pixelwibes.in/assets/fonts/summernote.ttf	bvite-html.pixelwibes.in/assets/fonts/summernote.ttf	(from https://bvite-html.pixelwibes.in/assets/css/style.min.css)
08:31:57	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-6541f272-6d3fe58fddef2687;gz%22	https://bvite-html.pixelwibes.in/assets/fonts/fontawesome-webfont.eot?v=4.7.0	bvite-html.pixelwibes.in/assets/fonts/fontawesome-webfont3e6e.eot	(from https://bvite-html.pixelwibes.in/assets/css/style.min.css)
08:31:59	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-6541f272-6d3fe58fddef2687;gz%22	https://bvite-html.pixelwibes.in/assets/fonts/fontawesome-webfont.eot?	bvite-html.pixelwibes.in/assets/fonts/fontawesome-webfontd41d.eot	(from https://bvite-html.pixelwibes.in/assets/css/style.min.css)
08:31:59	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-6541f273-1da24f5bc0f8bb88;;;%22	https://bvite-html.pixelwibes.in/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	bvite-html.pixelwibes.in/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://bvite-html.pixelwibes.in/assets/css/style.min.css)
